news agency,title,link
Dawn,Hindu yatrees perform religious rituals at Karak Samadhi in KP,https://www.dawn.com/news/1667371/hindu-yatrees-perform-religious-rituals-at-karak-samadhi-in-kp
Dawn,Explainer: Who can get a Covid-19 booster shot in Pakistan and where?,https://www.dawn.com/news/1667416/explainer-who-can-get-a-covid-19-booster-shot-in-pakistan-and-where
Dawn,Reko Diq deal’s 50pc profit must come to Balochistan govt: Akhtar Mengal,https://www.dawn.com/news/1667265/reko-diq-deals-50pc-profit-must-come-to-balochistan-govt-akhtar-mengal
Dawn,Gun stolen from army soldier’s statue in Layyah,https://www.dawn.com/news/1667274/gun-stolen-from-army-soldiers-statue-in-layyah
Dawn,"Cybercrime complaints topped 100,000 in 2021: FIA chief",https://www.dawn.com/news/1667248/cybercrime-complaints-topped-100000-in-2021-fia-chief
The News Intl,"Two prime suspects in Bilal Yasin attack case identified, say police",https://www.thenews.com.pk/latest/922185-two-prime-suspects-in-bilal-yasin-attack-case-identified-say-police
The News Intl,FBR mulling strategy to bring transparency in tax system,https://www.thenews.com.pk/latest/922212-fbr-working-to
The News Intl,Pakistan to resolve border fencing issue diplomatically with Afghanistan: Qureshi,https://www.thenews.com.pk/latest/922188-pakistan-to-resolve-border-fencing-issue-diplomatically-with-afghanistan-qureshi
The News Intl,Alarm bells ringing as Pakistan's Omicron tally surges over 370,https://www.thenews.com.pk/latest/922197-alarm-bells-ringing-as-pakistans-omicron-tally-surges-over-370
The News Intl,PM Imran Khan launches Pak-China Business Investment Forum,https://www.thenews.com.pk/latest/922172-countrys-progress-linked-with-industrialization-exports-pm-imran
The News Intl,Omicron-driven fifth COVID-19 wave spreading at a great pace in Pakistan: NCOC,https://www.thenews.com.pk/latest/922168-omicron-variant-covid-19-situation-worsening-in-pakistan-says-ncoc
The News Intl,"Karachi weather update: Rains, thunderstorms expected from tomorrow",https://www.thenews.com.pk/latest/922157-rains-thunderstorms-expected-in-karachi-from-tomorrow-met-office
The News Intl,Govt will take legal action against Shahbaz if Nawaz doesn't return: Fawad,https://www.thenews.com.pk/latest/921943-govt-will-take-legal-action-against-shahbaz-if-nawaz-doesnt-return-fawad
The News Intl,Drop all charges of contempt against media persons: AEMEND in plea to IHC,https://www.thenews.com.pk/latest/921942-drop-all-charges-of-contempt-against-media-persons-aemend-in-plea-to-ihc
The News Intl,"Sindh govt with amended LG bill 'seeks to endanger Pakistan', Asad Umar says",https://www.thenews.com.pk/latest/921936-sindh-govt-with-amended-lg-bill-seeks-to-endanger-pakistan-asad-umar-says
The News Intl,Fifth COVID-19 wave starting: Asad Umar,https://www.thenews.com.pk/latest/921882-asad-umar-says-fifth-covid-19-wave-is-starting-urges-public-to-wear-masks
The News Intl,Finance ministry spokesperson defends imposition of Rs350bn in 'mini-budget',https://www.thenews.com.pk/latest/921722-finance-ministry-spokesperson-defends-imposition-of-rs350bn-in-mini-budget
The News Intl,"Bilawal, Shahbaz berate PM Imran Khan over petrol price hike",https://www.thenews.com.pk/latest/921721-bilawal-shahbaz-berate-pm-imran-khan-over-petrol-price-hike
The News Intl,FIR registered in MPA Bilal Yasin attack case,https://www.thenews.com.pk/latest/921659-fir-registered-in-mpa-bilal-yasin-attack-case
The News Intl,Smart lockdown imposed in Gulshan-e-Iqbal area after emergence of Omicron cases,https://www.thenews.com.pk/latest/921645-smart-lockdown-imposed-in-gulshan-e-iqbal-for-two-weeks-after-emergence-of-11-omicron-cases
The News Intl,"11-year-old killed, 17 injured in New Year celebratory fire in Karachi",https://www.thenews.com.pk/latest/921625-11-year-old-killed-18-injured-in-new-year-jubilation-firing-in-karachi
The News Intl,Latest petrol price in Pakistan,https://www.thenews.com.pk/latest/921437-latest-petrol-price-in-pakistan
The News Intl,Pakistan's economic situation stable: Fawad Chaudhry,https://www.thenews.com.pk/latest/921428-pakistan-s-economic-situation-is-still-stable-growing-fawad-chaudhry
The News Intl,Pakistan hits target of 70 million inoculations as Omicron cases rise,https://www.thenews.com.pk/latest/921361-pakistan-hits-target-of-70-million-inoculations-as-omicron-cases-rise
The News Intl,"PML-N MPA Bilal Yasin injured, rushed to hospital",https://www.thenews.com.pk/latest/921423-pml-n-mpa-bilal-yasin-injured-rushed-to-hospital
The News Intl,New Year celebration: Karachi police issue traffic plan,https://www.thenews.com.pk/latest/921120-new-year-celebration-karachi-police-issue-traffic-plan
The News Intl,PM Imran Khan launches Naya Pakistan Sehat Card distribution for entire Punjab,https://www.thenews.com.pk/latest/921341-pm-imran-khan-launches-sehat-card-distribution-for-entire-punjab
The News Intl,"Blast in Quetta leaves four dead, 14 injured: police",https://www.thenews.com.pk/latest/921146-blast-in-quetta-leaves-one-dead-15-injured-police
The News Intl,Talk of added burden on people due to supplementary finance bill unfounded: Shaukat Tarin,https://www.thenews.com.pk/latest/921144-talk-of-added-burden-on-people-due-to-supplementary-finance-bill-unfounded-shaukat-tarin
The News Intl,Opposition likens supplementary finance bill to Pakistan's 'surrender' to the IMF,https://www.thenews.com.pk/latest/921111-mini-budget-cabinet-gives-nod-to-finance-bill-ahead-of-parliament-session
The News Intl,"KPC president protests IHC's ruling, says reporting on Shamim's affidavit not a crime",https://www.thenews.com.pk/latest/921113-kpc-president-protests-ihc-s-ruling-says-reporting-on-shamim-s-affidavit-not-a-crime
The News Intl,"Govt not in dire straits, PM Imran Khan says",https://www.thenews.com.pk/latest/921099-govt-not-in-dire-straits-pm-imran-khan-says
The News Intl,Second phase of LB polls in KP to be held on March 27: CEC,https://www.thenews.com.pk/latest/921093-second-phase-of-lb-polls-in-kpk-to-be-held-on-march-27-cec
The News Intl,Karachi weather update: Second spell of winter rain expected from Jan 5,https://www.thenews.com.pk/latest/921098-second-spell-of-winter-rain-expected-in-karachi-from-jan-5-met-office
The News Intl,"Opposition puts up stiff resistance in NA to SBP, tax law bills",https://www.thenews.com.pk/latest/920849-opposition-puts-up-stiff-resistance-in-na-to-sbp-tax-law-bills
The News Intl,KP governor sends legal notice to PTI leader after being accused of selling Peshawar mayor ticket,https://www.thenews.com.pk/latest/920846-kp-governor-sends-legal-notice-to-pti-leader-after-being-accused-of-selling-peshawar-mayor-ticket
The News Intl,PM orders speedy issuance of licenses for domestic gas exploration,https://www.thenews.com.pk/latest/920838-pm-orders-speedy-issuance-of-licenses-for-domestic-gas-exploration
The News Intl,Opposition demands to know how many retired military officers work in NADRA,https://www.thenews.com.pk/latest/920831-opposition-demands-to-know-how-many-retired-military-officers-work-in-nadra
The News Intl,Three more cases of Omicron variant reported in Islamabad: sources,https://www.thenews.com.pk/latest/920808-three-more-omicron-variant-cases-reported-in-islamabad-sources
The News Intl,Hareem Shah's claims of marrying Sindh minister proven false,https://www.thenews.com.pk/latest/920799-hareem-shahs-claims-of-marrying-sindh-minister-proven-false
The News Intl,Every party wants establishment's patronage: Sheikh Rasheed,https://www.thenews.com.pk/latest/920800-every-party-wants-establishments-patronage-sheikh-rasheed
The News Intl,"Nasla Tower: Case filed against SBCA, SMCH officials for allotment of land, approval of construction",https://www.thenews.com.pk/latest/920590-nasla-tower-case-registered-against-parties-behind-approval-of-building
The News Intl,Pakistan has a total of 75 Omicron cases: NIH,https://www.thenews.com.pk/latest/920571-pakistan
The News Intl,SC orders restoration of park on site of Tariq Road's Madina Masjid in one week,https://www.thenews.com.pk/latest/920548-sc-orders-restoration-of-park-on-site-of-tariq-roads-madina-masjid-in-one-week
The News Intl,Cabinet approves Pakistan's first-ever national security policy: Moeed Yusuf,https://www.thenews.com.pk/latest/920556-cabinet-approves-pakistans-first-ever-national-security-policy-moeed-yusuf
The News Intl,Karachi weather update: Met office rules out chances of more rain today,https://www.thenews.com.pk/latest/920547-weather-update-met-office-rules-out-chances-of-more-rain-in-karachi-today
The News Intl,"Affidavit case: IHC to indict ex-CJ GB Rana Shamim, others on Jan 7",https://www.thenews.com.pk/latest/920540-affidavit-case-ihc-to-indict-ex-cj-gb-rana-shamim-and-others-on-jan-7
The News Intl,Rana Shamim says he was alone while notarising his affidavit in London,https://www.thenews.com.pk/latest/920539-rana-shamim-says-he-was-alone-while-notarising-his-affidavit-in-london
The News Intl,FO strongly condemns Indian Hindutva leaders' call for genocide of Muslims,https://www.thenews.com.pk/latest/920333-fo-strongly-condemns-indian-hindutva-leaders-call-for-genocide-of-muslims
The News Intl,Only Bilawal can change the fate of poor people: Asif Zardari,https://www.thenews.com.pk/latest/920335-bilawal-can-change-the-fate-of-poor-people-asif-zardari
The News Intl,Fawad says 'extremism' in Afghanistan poses threat to Pakistan,https://www.thenews.com.pk/latest/920298-fawad-says-extremism-in-afghanistan-poses-threat-to-pakistan
The News Intl,Security of Pakistan rests in the security of its citizens: PM Imran Khan,https://www.thenews.com.pk/latest/920288-nsc-meeting-underway-with-pm-imran-in-the-chair
The News Intl,"Turkey's CGS meets COAS Bajwa, discusses defence cooperation",https://www.thenews.com.pk/latest/920300-turkeys-cgs-meets-coas-bajwa-discusses-defence-cooperation
The News Intl,Murree snowfall update: Rawalpindi admin issues travel advisory for tourists,https://www.thenews.com.pk/latest/920289-murree-snowfall-update-rawalpindi-admin-issues-travel-advisory-for-tourists
The News Intl,Shahid Afridi to Karachi walas: 'Weather enjoy karo aur safe raho',https://www.thenews.com.pk/latest/920282-shahid-afridi-to-karachi-walas-weather-enjoy-karo-aur-safe-raho
Tribune,"‘It’s easy to defend brand Imran Khan’, PM tells spokespersons",https://tribune.com.pk/story/2336932/its-easy-to-defend-brand-imran-khan-pm-tells-spokespersons
Tribune,PML-N concealed 9 accounts from ECP: Farrukh Habib,https://tribune.com.pk/story/2336959/pml-n-concealed-9-accounts-from-ecp-farrukh-habib
Tribune,Pakistan offers India to attend SAARC summit virtually,https://tribune.com.pk/story/2336917/pakistan-offers-india-to-attend-saarc-summit-virtually
Tribune,ECP turns down K-P govt's plea to postpone second phase of LG polls,https://tribune.com.pk/story/2336937/ecp-turns-down-k-p-govts-plea-to-postpone-second-phase-of-lg-polls
Tribune,Concerns conveyed to Afghan Taliban on fencing incidents,https://tribune.com.pk/story/2336852/concerns-conveyed-to-afghan-taliban-on-fencing-incidents
Tribune,"Dictatorship only solution to Pakistan’s woes, says Hassan Nisar",https://tribune.com.pk/story/2336957/dictatorship-only-solution-to-pakistans-woes-says-hassan-nisar
Tribune,"Kashmiri, who Indian media called 'dead infiltrator', found alive",https://tribune.com.pk/story/2336944/kashmiri-who-indian-media-called-dead-infiltrator-found-alive
Tribune,PPP asks SC to declare Bhutto’s execution a ‘judicial murder’,https://tribune.com.pk/story/2336977/ppp-asks-sc-to-declare-bhuttos-execution-a-judicial-murder
Tribune,"Industrialisation, exports essential to uplift economy: PM Imran",https://tribune.com.pk/story/2336901/industrialisation-exports-essential-to-uplift-economy-pm-imran
Tribune,Carrying naswar while travelling to Gulf countries can land you in jail,https://tribune.com.pk/story/2336931/carrying-naswar-while-travelling-to-gulf-countries-can-land-you-in-jail
Tribune,Iran vows revenge for Soleimani killing if Trump not put on trial,https://tribune.com.pk/story/2336974/iran-vows-revenge-for-soleimani-killing-if-trump-not-put-on-trial
Tribune,Thank you Adnan Siddiqui for giving us the first meme of 2022,https://tribune.com.pk/story/2336895/thank-you-adnan-siddiqui-for-giving-us-the-first-meme-of-2022
Tribune,"‘Please leave us alone’ Minal Khan, Ahsan Mohsin call out social media trolls",https://tribune.com.pk/story/2336927/please-leave-us-alone-minal-khan-ahsan-mohsin-call-out-social-media-trolls
Tribune,My future husband will live with me and my mom: Sara Ali Khan,https://tribune.com.pk/story/2336926/my-future-husband-will-live-with-me-and-my-mom-sara-ali-khan
Tribune,Bollywood takes a stand for Indian Muslim women being 'auctioned online',https://tribune.com.pk/story/2336918/bollywood-takes-a-stand-for-indian-muslim-women-being-auctioned-online
Tribune,Pakistani women want equality and respect: Mira Sethi,https://tribune.com.pk/story/2336912/pakistani-women-want-equality-and-respect-mira-sethi
Tribune,Market watch: Stocks extend gains on positive triggers,https://tribune.com.pk/story/2336936/market-watch-stocks-extend-gains-on-positive-triggers
Tribune,Apple becomes first company to hit $3 trillion market value,https://tribune.com.pk/story/2336975/apple-becomes-first-company-to-hit-3-trillion-market-value
Tribune,Oil starts 2022 with rally towards $79 as Omicron impact concerns ease,https://tribune.com.pk/story/2336930/oil-starts-2022-with-rally-towards-79-as-omicron-impact-concerns-ease
Tribune,"FBR officers to deposit gifts worth Rs10,000 and above",https://tribune.com.pk/story/2336854/fbr-officers-to-deposit-gifts-worth-rs10000-and-above
Tribune,Economy in 2022 and beyond,https://tribune.com.pk/story/2336826/economy-in-2022-and-beyond
Tribune,100k-strong Afghan army nears completion: Taliban,https://tribune.com.pk/story/2336954/100k-strong-afghan-army-nears-completion-taliban
Tribune,China removes two officials in locked-down Xi'an,https://tribune.com.pk/story/2336915/china-removes-two-officials-in-locked-down-xian
Tribune,New Covid-19 cases in India rise sharply for fifth consecutive day,https://tribune.com.pk/story/2336929/new-covid-19-cases-in-india-rise-sharply-for-fifth-consecutive-day
Tribune,"Baghdad candle vigil honours slain Iran general, Iraqi deputy",https://tribune.com.pk/story/2336916/baghdad-candle-vigil-honours-slain-iran-general-iraqi-deputy
Tribune,Sweden develops under-skin chip that reveals vaccination status,https://tribune.com.pk/story/2336906/sweden-develops-under-skin-chip-that-reveals-vaccination-status
Tribune,Google tool reveals 2021's most used words and phrases,https://tribune.com.pk/story/2336806/google-tool-reveals-2021s-most-used-words-and-phrases
Tribune,How to stop Instagram from tracking your activity,https://tribune.com.pk/story/2336322/how-to-stop-instagram-from-tracking-your-activity
Tribune,India's court asked to declare arbitration with Amazon illegal,https://tribune.com.pk/story/2336897/indias-court-asked-to-declare-arbitration-with-amazon-illegal
Tribune,Hyundai Motor targets 2022 global sales of 4.32 million vehicles,https://tribune.com.pk/story/2336893/hyundai-motor-targets-2022-global-sales-of-432-million-vehicles
Tribune,Mbappe not affected by uncertain future: Pochettino,https://tribune.com.pk/story/2336945/mbappe-not-affected-by-uncertain-future-pochettino
Tribune,Tuchel to meet dropped Lukaku,https://tribune.com.pk/story/2336935/tuchel-to-meet-dropped-lukaku
Tribune,Brazil great Ronaldo tests positive for Covid,https://tribune.com.pk/story/2336933/brazil-great-ronaldo-tests-positive-for-covid
Tribune,"Cavani will stay at Man Utd, insists Rangnick",https://tribune.com.pk/story/2336925/cavani-will-stay-at-man-utd-insists-rangnick
Tribune,Morocco want to ditch underachievers tag,https://tribune.com.pk/story/2336924/morocco-want-to-ditch-underachievers-tag
Tribune,Omicron accounts for 50% cases detected in Sindh,https://tribune.com.pk/story/2336976/omicron-accounts-for-50-cases-detected-in-sindh
Tribune,188 lawmakers didn’t pay income tax for FY2019: FBR,https://tribune.com.pk/story/2336980/188-lawmakers-didnt-pay-income-tax-for-fy2019-fbr
Tribune,"Govt ready to talk with Opposition on major issues, says Fawad",https://tribune.com.pk/story/2336914/govt-ready-to-talk-with-opposition-on-major-issues-says-fawad
Tribune,Bid to smuggle weapons from K-P into AJK foiled,https://tribune.com.pk/story/2336971/bid-to-smuggle-weapons-from-k-p-into-ajk-foiled
Tribune,PML-N leader approaches IHC for right to cross-examine PM in defamation suit,https://tribune.com.pk/story/2336938/pml-n-leader-approaches-ihc-for-right-to-cross-examine-pm-in-defamation-suit
Tribune,Pakistan consistently advanced diplomatic objectives in 2021: FM Qureshi,https://tribune.com.pk/story/2336921/pakistan-consistently-advanced-diplomatic-objectives-in-2021-fm-qureshi
Tribune,Lacking in innovation,https://tribune.com.pk/story/2336835/lacking-in-innovation
Tribune,Overcoming gas shortage,https://tribune.com.pk/story/2336834/overcoming-gas-shortage
Tribune,RDA: opportunity and risk,https://tribune.com.pk/story/2336833/rda-opportunity-and-risk
Tribune,Part-time jobs for students,https://tribune.com.pk/story/2336836/part-time-jobs-for-students
Tribune,New national security policy,https://tribune.com.pk/story/2336832/new-national-security-policy
Tribune,How Afghanistan may affect Pakistan,https://tribune.com.pk/story/2336830/how-afghanistan-may-affect-pakistan
Tribune,Style 101: CÀIA,https://tribune.com.pk/story/2334798/style-101-caia
Tribune,The Style Edit,https://tribune.com.pk/story/2334800/the-style-edit
Tribune,The Travel Edit,https://tribune.com.pk/story/2334806/the-travel-edit
Tribune,The Couture Edit: Shehla Chatoor,https://tribune.com.pk/story/2333219/the-couture-edit-shehla-chatoor
Tribune,'It's no more': Philippine surfing paradise wiped out by typhoon,https://tribune.com.pk/story/2335123/its-no-more-philippine-surfing-paradise-wiped-out-by-typhoon
Tribune,The Beauty Edit,https://tribune.com.pk/story/2333217/the-beauty-edit-17
Tribune,'Judge PTI's performance after five years': PM defends petrol price hike,https://tribune.com.pk/story/2327985/judge-ptis-performance-after-five-years-pm-defends-petrol-price-hike
Tribune,"PM concerned over sharp rise in ‘sex crimes’, corruption",https://tribune.com.pk/story/2336812/pm-concerned-over-sharp-rise-in-sex-crimes-corruption
Tribune,PM calls for celebrating Pakistan’s diamond jubilee in befitting manner,https://tribune.com.pk/story/2336202/pm-calls-for-celebrating-pakistans-diamond-jubilee-in-befitting-manner
Tribune,Lawyers announce countrywide strike against elevation of Justice Ayesha,https://tribune.com.pk/story/2336953/lawyers-announce-countrywide-strike-against-elevation-of-justice-ayesha
Dawn,"No question of PTI receiving foreign funding, says Fawad after scrutiny committee's report to ECP",https://www.dawn.com/news/1667618/no-question-of-pti-receiving-foreign-funding-says-fawad-after-scrutiny-committees-report-to-ecp
Dawn,Shaukat Tarin tables 'mini-budget' in Senate amid opposition uproar,https://www.dawn.com/news/1667624/shaukat-tarin-tables-mini-budget-in-senate-amid-opposition-uproar
Dawn,Pak-Afghan border fencing issue will be addressed through 'diplomatic channels': Taliban,https://www.dawn.com/news/1667628/pak-afghan-border-fencing-issue-will-be-addressed-through-diplomatic-channels-taliban
Dawn,Weather turns chilly as Karachi sees second spell of winter rain,https://www.dawn.com/news/1667623/weather-turns-chilly-as-karachi-sees-second-spell-of-winter-rain
Dawn,"Farrukh Habib blasts PML-N after another alleged audiotape of Maryam Nawaz, Parvez Rasheed emerges",https://www.dawn.com/news/1667603/farrukh-habib-blasts-pml-n-after-another-alleged-audiotape-of-maryam-nawaz-parvez-rasheed-emerges
Dawn,"Pakistan, World Bank sign MoU to tackle climate change",https://www.dawn.com/news/1667614/pakistan-world-bank-sign-mou-to-tackle-climate-change
Dawn,SC turns down plea to stop demolition of mosque built on encroached land in Karachi,https://www.dawn.com/news/1667612/sc-turns-down-plea-to-stop-demolition-of-mosque-built-on-encroached-land-in-karachi
Dawn,'Despicable and totally unacceptable': Pakistan slams fake online auction of Muslim women in India,https://www.dawn.com/news/1667613/despicable-and-totally-unacceptable-pakistan-slams-fake-online-auction-of-muslim-women-in-india
Dawn,IHC issues notice to PM Imran in Khawaja Asif defamation case,https://www.dawn.com/news/1667593/ihc-issues-notice-to-pm-imran-in-khawaja-asif-defamation-case
Dawn,"Apple becomes first company to hit $3 trillion market value, then slips",https://www.dawn.com/news/1667594/apple-becomes-first-company-to-hit-3-trillion-market-value-then-slips
Dawn,Meesha Shafi says wanted to resolve issue with Ali Zafar privately,https://www.dawn.com/news/1667547/meesha-shafi-says-wanted-to-resolve-issue-with-ali-zafar-privately
Dawn,Turkish lira weakens as inflation soars to highest in Erdogan era,https://www.dawn.com/news/1667589/turkish-lira-weakens-as-inflation-soars-to-highest-in-erdogan-era
Dawn,PM Imran’s tax payment rises during first year in office,https://www.dawn.com/news/1667528/pm-imrans-tax-payment-rises-during-first-year-in-office
Dawn,Shaukat Tarin to lay ‘mini-budget’ in Senate today,https://www.dawn.com/news/1667531/shaukat-tarin-to-lay-mini-budget-in-senate-today
Dawn,Bars threaten blanket boycott if Judicial Commission considers woman judge’s elevation,https://www.dawn.com/news/1667509/bars-threaten-blanket-boycott-if-judicial-commission-considers-woman-judges-elevation
Dawn,FM Qureshi concedes discord exists with Taliban over border fence,https://www.dawn.com/news/1667532/fm-qureshi-concedes-discord-exists-with-taliban-over-border-fence
Dawn,Pakistan saw upsurge in violence-related fatalities in 2021: report,https://www.dawn.com/news/1667464/pakistan-saw-upsurge-in-violence-related-fatalities-in-2021-report
Dawn,The day Salman Taseer fell silent,https://www.dawn.com/news/1230498/the-day-salman-taseer-fell-silent
Dawn,Spoils of war: Taliban put victory over US on display,https://www.dawn.com/news/1667590/spoils-of-war-taliban-put-victory-over-us-on-display
Dawn,Khawaja Asif challenges legality of PM Imran’s statement in defamation suit,https://www.dawn.com/news/1667539/khawaja-asif-challenges-legality-of-pm-imrans-statement-in-defamation-suit
The News Intl,Opposition lambastes PM over ECP scrutiny committee report,https://www.thenews.com.pk/latest/922498-opposition-lambastes-pm-after-ecp-scrutiny-committee-revelations
The News Intl,ECP scrutiny committee says PTI hid funds worth millions of rupees,https://www.thenews.com.pk/latest/922495-ecp-scrutiny-committee-says-pti-hid-funds-worth-millions-of-rupees
The News Intl,IHC seeks PM Imran Khan's response in defamation suit against Khawaja Asif,https://www.thenews.com.pk/latest/922475-ihc-seeks-pm-imrans-response-in-defamation-suit-against-khawaja-asif
The News Intl,Dr Yasmin Rashid tests positive for COVID-19,https://www.thenews.com.pk/latest/922483-dr-yasmin-rashid-tests-covid-19-positive
The News Intl,'Where does health budget of KP go?',https://www.thenews.com.pk/latest/922447-cjp-irked-by-rising-cases-of-breast-cancer-asks-where-does-health-budget-of-kp-go
The News Intl,Pakistan updates travel advisory for inbound passengers,https://www.thenews.com.pk/latest/922436-pakistan-updates-travel-advisory-for-inbound-passengers
The News Intl,"Karachi weather update: Hail with thunderstorm likely in city, predicts weather expert",https://www.thenews.com.pk/latest/922431-karachi-weather-update-hail-with-thunderstorm-likely-in-city
Tribune,Allegations of foreign funding ‘proved wrong’: Fawad,https://tribune.com.pk/story/2337127/allegations-of-foreign-funding-proved-wrong-fawad
Tribune,"PML-N 'curbed media freedom', Farrukh reacts to Maryam, Rashid's alleged audio leak",https://tribune.com.pk/story/2337102/pml-n-curbed-media-freedom-farrukh-reacts-to-maryam-rashids-alleged-audio-leak
Tribune,ECP scrutiny committee finds irregularities in PTI records,https://tribune.com.pk/story/2337095/ecp-scrutiny-committee-finds-irregularities-in-pti-records
Tribune,Govt to ‘ring-fence’ cities to combat climate change: PM Imran,https://tribune.com.pk/story/2337117/govt-to-ring-fence-cities-to-combat-climate-change-pm-imran
Tribune,IHC issues notice to PM Imran in defamation case,https://tribune.com.pk/story/2337079/ihc-issues-notice-to-pm-imran-in-defamation-case
Tribune,"Rain, cold send Karachiites rushing home early",https://tribune.com.pk/story/2337131/rain-cold-send-karachiites-rushing-home-early
Tribune,SC rejects govt's plea against demolition of Madina Mosque in Karachi,https://tribune.com.pk/story/2337108/sc-rejects-govts-plea-against-demolition-of-madina-mosque-in-karachi
Tribune,Revealed: MPs pay less tax than salaried persons,https://tribune.com.pk/story/2337060/revealed-mps-pay-less-tax-than-salaried-persons
Tribune,'Russia plans oil and gas investments in Afghanistan',https://tribune.com.pk/story/2337126/russia-plans-oil-and-gas-investments-in-afghanistan
Tribune,"PTI, PML-Q vow to jointly contest Punjab LG polls",https://tribune.com.pk/story/2337124/pti-pml-q-vow-to-jointly-contest-punjab-lg-polls
Tribune,Technical glitch hits private bank,https://tribune.com.pk/story/2337118/technical-glitch-hits-private-bank
Tribune,Review: 'No Way Home' reveals MCU's secret sauce,https://tribune.com.pk/story/2337081/review-no-way-home-reveals-mcus-secret-sauce
Tribune,Javed Akhtar 'appalled' by Modi's silence over auction of Muslim women in India,https://tribune.com.pk/story/2337091/javed-akhtar-appalled-by-modis-silence-over-auction-of-muslim-women-in-india
Tribune,Hadiqa Kiani revisits her musical roots in latest album ‘VASL’,https://tribune.com.pk/story/2337103/hadiqa-kiani-revisits-her-musical-roots-in-latest-album-vasl
Tribune,Asim Azhar threatens to kick out miscreants making families uncomfortable at his concert,https://tribune.com.pk/story/2337073/asim-azhar-threatens-to-kick-out-miscreants-making-families-uncomfortable-at-his-concert
Tribune,"'Anti-Semitic': Emma Watson posts in support of Palestine, irks Israel envoys",https://tribune.com.pk/story/2337071/anti-semitic-emma-watson-posts-in-support-of-palestine-irks-israel-envoys
Tribune,"Market watch: Bulls toss KSE-100 above 45,000 points",https://tribune.com.pk/story/2337125/market-watch-bulls-toss-kse-100-above-45000-points
Tribune,Oil price rises close to $80 ahead of OPEC+ meeting,https://tribune.com.pk/story/2337122/oil-price-rises-close-to-80-ahead-of-opec-meeting
Tribune,Exports beat half-year target,https://tribune.com.pk/story/2336988/exports-beat-half-year-target
Tribune,Forward dollar selling hits rupee,https://tribune.com.pk/story/2336986/forward-dollar-selling-hits-rupee
Tribune,Spoils of war: Taliban put victory over US on display,https://tribune.com.pk/story/2337101/spoils-of-war-taliban-put-victory-over-us-on-display
Tribune,US sets global record of 1m Covid-19 cases in a single day,https://tribune.com.pk/story/2337112/us-sets-global-record-of-1m-covid-19-cases-in-a-single-day
Tribune,'Virus leaves antibodies that may attack healthy tissues',https://tribune.com.pk/story/2337128/virus-leaves-antibodies-that-may-attack-healthy-tissues
Tribune,WHO sees more evidence that Omicron causes milder symptoms,https://tribune.com.pk/story/2337110/who-sees-more-evidence-that-omicron-causes-milder-symptoms
Tribune,5 biggest tech fails of 2021,https://tribune.com.pk/story/2337094/5-biggest-tech-fails-of-2021
Tribune,Hyundai and Kia expect auto sales jump in 2022 amid chip shortage,https://tribune.com.pk/story/2337078/hyundai-and-kia-expect-auto-sales-jump-in-2022-amid-chip-shortage
